Key,en,es,ar,fr,hi
Oops! Basic settings not found!,Oops! Basic settings not found!,¡Ups! ¡No se encontraron los ajustes básicos!,عفواً! لم يتم العثور على الإعدادات الأساسية!,Oups ! Paramètres de base introuvables !,ओह! बुनियादी सेटिंग्स नहीं मिलीं!
Sorry! You have to configure first to send push notification.,Sorry! You have to configure first to send push notification.,Lo sentimos. Primero debes configurar el envío de notificaciones push.,عذراً! يجب عليك أولاً إعداد الجهاز لإرسال إشعارات الدفع.,Désolé ! Vous devez d'abord configurer pour envoyer une notification push.,क्षमा करें! आपको पुश सूचना भेजने के लिए पहले कॉन्फ़िगर करना होगा।
Please configure your push notification with valid credentials.,Please configure your push notification with valid credentials.,Configure su notificación push con credenciales válidas.,يرجى تكوين إشعار الدفع الخاص بك باستخدام بيانات اعتماد صالحة.,Veuillez configurer votre notification push avec des informations d'identification valides.,कृपया अपनी पुश अधिसूचना को मान्य क्रेडेंशियल्स के साथ कॉन्फ़िगर करें।
Oops! Failed to store information.,Oops! Failed to store information.,¡Ups! Error al almacenar la información.,عفواً! فشل تخزين المعلومات.,Oups ! Impossible de stocker les informations.,ओह! जानकारी संग्रहीत करने में विफल.
Notification sended successfully!,Notification sended successfully!,¡Notificación enviada exitosamente!,تم إرسال الإشعار بنجاح!,Notification envoyée avec succès !,अधिसूचना सफलतापूर्वक भेज दी गई!
Oops! Basic setting not found!,Oops! Basic setting not found!,¡Ups! ¡No se encontró la configuración básica!,عفواً! لم يتم العثور على الإعداد الأساسي!,Oups ! Paramètre de base introuvable !,ओह! मूल सेटिंग नहीं मिली!
Push notification configuration updated successfully!,Push notification configuration updated successfully!,¡La configuración de notificaciones push se actualizó exitosamente!,تم تحديث تكوين إشعار الدفع بنجاح!,La configuration des notifications push a été mise à jour avec succès !,पुश अधिसूचना कॉन्फ़िगरेशन सफलतापूर्वक अपडेट किया गया!
Receiver Countries,Receiver Countries,Países receptores,الدول المستقبلة,Pays destinataires,प्राप्तकर्ता देश
Country Saved Successfully!,Country Saved Successfully!,¡País guardado exitosamente!,تم حفظ البلد بنجاح!,Pays enregistré avec succès !,देश सफलतापूर्वक बचाया गया!
Country not found!,Country not found!,¡País no encontrado!,لم يتم العثور على البلد!,Pays non trouvé !,देश नहीं मिला!
Country deleted successfully!,Country deleted successfully!,¡País eliminado exitosamente!,تم حذف الدولة بنجاح!,Pays supprimé avec succès !,देश सफलतापूर्वक हटा दिया गया!
Country record not found in our system.,Country record not found in our system.,Registro de país no encontrado en nuestro sistema.,لم يتم العثور على سجل الدولة في نظامنا.,Enregistrement de pays non trouvé dans notre système.,हमारे सिस्टम में देश का रिकॉर्ड नहीं मिला.
Country status updated successfully!,Country status updated successfully!,¡El estado del país se actualizó exitosamente!,تم تحديث حالة البلد بنجاح!,Le statut du pays a été mis à jour avec succès !,देश की स्थिति सफलतापूर्वक अपडेट की गई!
Bank Deposit Type,Bank Deposit Type,Tipo de depósito bancario,نوع الوديعة البنكية,Type de dépôt bancaire,बैंक जमा प्रकार
Bank Already Exists!,Bank Already Exists!,¡El banco ya existe!,البنك موجود بالفعل!,La banque existe déjà !,बैंक पहले से ही मौजूद है!
Bank Saved Successfully!,Bank Saved Successfully!,¡Banco guardado exitosamente!,تم حفظ البنك بنجاح!,La banque a été sauvegardée avec succès !,बैंक सफलतापूर्वक सहेजा गया!
Bank Updated Successfully!,Bank Updated Successfully!,¡Banco actualizado exitosamente!,تم تحديث البنك بنجاح!,Banque mise à jour avec succès !,बैंक सफलतापूर्वक अपडेट हो गया!
Bank record not found in our system.,Bank record not found in our system.,Registro bancario no encontrado en nuestro sistema.,لم يتم العثور على سجل البنك في نظامنا.,Aucun relevé bancaire trouvé dans notre système.,हमारे सिस्टम में बैंक रिकॉर्ड नहीं मिला।
Bank status updated successfully!,Bank status updated successfully!,¡Estado del banco actualizado exitosamente!,تم تحديث حالة البنك بنجاح!,Le statut de la banque a été mis à jour avec succès !,बैंक स्थिति सफलतापूर्वक अपडेट हो गई!
Bank deleted successfully!,Bank deleted successfully!,¡Banco eliminado exitosamente!,تم حذف البنك بنجاح!,La banque a été supprimée avec succès !,बैंक सफलतापूर्वक हटा दिया गया!
Cash Pickup Already Exists!,Cash Pickup Already Exists!,¡El retiro de efectivo ya existe!,خدمة استلام النقود موجودة بالفعل!,Le retrait d'espèces existe déjà !,नकद पिकअप पहले से ही मौजूद है!
Cash Pickup Saved Successfully!,Cash Pickup Saved Successfully!,¡Recogida de efectivo guardada exitosamente!,تم حفظ استلام النقود بنجاح!,Le retrait d'argent a été enregistré avec succès !,नकद पिकअप सफलतापूर्वक सहेजा गया!
Cash Pickup Updated Successfully!,Cash Pickup Updated Successfully!,¡Recogida de efectivo actualizada exitosamente!,تم تحديث استلام النقود بنجاح!,Retrait d'espèces mis à jour avec succès !,नकद पिकअप सफलतापूर्वक अपडेट किया गया!
Cash Pickup record not found in our system.,Cash Pickup record not found in our system.,Registro de retiro de efectivo no encontrado en nuestro sistema.,لم يتم العثور على سجل استلام النقود في نظامنا.,Aucun enregistrement de retrait d'argent n'a été trouvé dans notre système.,हमारे सिस्टम में कैश पिकअप रिकॉर्ड नहीं मिला।
